width_nm,height_nm,phase_rad,transmission
143.63502971184062,357.4542081109768,5.10176151848632,0.5552568616375851
287.67857660247904,389.3742637500086,0.8063467778901495,0.9029966200736234
232.99848545285127,541.8189572808722,5.062672908013922,0.6502909077592129
199.66462104925915,336.00175442395687,0.9969705180782187,0.6364560756200937
89.00466011060914,547.8598739248685,4.54060168489349,0.592473251226027
88.99863008405066,235.2537723906766,1.081261690964351,0.7729799796397617
64.52090304204987,510.7193748834523,0.020367310661313153,0.7237544587300159
266.54403644373383,539.0190532218945,1.0777127861025904,0.7515483959695198
200.2787529358022,272.7270611349355,6.054399466371929,0.6790142657397052
227.01814444901137,372.13861294888017,5.40542456958792,0.7059563005700129
55.14612357395061,266.19990986546225,3.7466143811532704,0.9030938204196748
292.4774630404986,482.6416515976871,3.1970346498639826,0.8540596317097475
258.11066020010543,414.13910722466267,2.941460935221535,0.8195421308673758
103.08477766956904,454.1293386833284,5.669414831801195,0.6344462936438731
95.45624180177515,278.59478678248445,1.8248775425190482,0.7351261600111422
95.85112746335845,284.6983448209678,1.969535301936607,0.7360931127318366
126.06056073988444,216.59893020396254,4.007390131472456,0.6824861599912372
181.18910790805947,328.8270140782919,5.315310148260972,0.589226194365469
157.98625466052894,423.89786453346994,5.552396203140671,0.5067583158652549
122.80728504951048,543.1739655989315,4.164115792396186,0.4868374300144731
202.96322368059487,466.7709789834723,4.232066030215726,0.554619622888562
84.87346516301045,374.15852935990057,5.918405453617807,0.7245273295140543
123.03616213380454,581.2480457576551,4.791950019807849,0.47259808921145696
141.59046082342292,487.6980802303327,0.8110648470450239,0.4646500396648616
164.01749605425897,572.06608114502,1.1474426083831515,0.44186115546838184
246.2939903482534,411.0351893088663,2.2952642822615434,0.7587597204256005
99.91844553958992,303.5617099172558,2.0566693334418424,0.7191605663241601
178.5586096034029,221.13067454588878,3.502047151194512,0.6597127652147251
198.1036422155106,490.43394059354017,3.8772802235314128,0.5239107677155966
61.61260317999943,248.52119920221367,2.955308013494336,0.8669854499331991
201.8862129753596,321.11005130878686,0.9764360664535809,0.6398982352258104
92.63103092182288,412.98836315355896,6.151855915445777,0.6614811583703883
66.26289824631988,425.76663511189906,3.0689923775945083,0.7735660696808435
287.2213843133333,440.2332787948544,2.5354144947373807,0.8739486105453379
291.40800826863983,266.50213213988025,2.8331959351205955,0.961336884980985
252.09933702911528,351.89496192865954,0.5654210839946042,0.8028947460645044
126.15344229334268,446.87769084678666,1.8444063008575464,0.5506236670123649
74.41802850159597,587.927545853514,1.900104441185097,0.6534576695235466
221.05825662803923,491.0524550798755,1.6529275320969528,0.5955578385682829
160.03812343490034,569.0415028375832,1.023433888026398,0.45089672019840227
80.5095587111947,504.8848233256708,4.4304695573549,0.6656318481279002
173.79422752781755,436.6867875569602,0.024306180612673124,0.5215825008656947
58.5971302788046,276.8093476545378,4.072655719221458,0.8736057929697767
277.3301005196955,466.67426075700524,4.313285270905016,0.8477728123319824
114.69499540000423,449.3518263839628,3.64268053133194,0.5586369953655088
215.6305710884955,440.9876681829066,5.673717626529725,0.6313510823318312
127.92776902235273,395.9143471952963,0.7955199980604212,0.573993384857879
180.0170052944527,411.46264159571024,0.19765984396182903,0.5312675784560372
186.67756983581992,333.7770108472416,5.894370169735219,0.619400573225716
96.21361388138176,407.72507705692124,5.461496113879918,0.6594778006850261
292.3961569411397,279.02236227139133,3.1350252070430886,0.9565389261027102
243.78320584027864,522.0697589441506,5.831317875217069,0.6732643728307015
284.87473539104724,274.3107818794831,3.5364193279300817,0.9711773000300856
273.70683760691225,233.98651595578656,2.574175962330565,0.9377544305977491
199.47499470277128,374.498410542863,1.8136470430161706,0.6180676078724
280.4685587557792,463.32297580242476,3.9798551541281006,0.8353008055998699
72.12312551297987,375.08672997341654,0.8415838009581634,0.7643051329029258
98.9957156047863,310.70165278052343,2.41664528987739,0.7125211715713684
61.30682222763451,423.26847355617633,3.2233541047024317,0.7946287413588153
131.33258269081608,338.80093416488,5.734966277549231,0.5796283383332839
147.1693224223705,573.1470760506533,1.452361837826508,0.4509634881934579
117.83725794347397,569.0580558414288,5.614795283106411,0.508402259800646
257.18437728798233,400.9487279888382,2.4418009241877487,0.7969307125319348
139.18833167339733,331.15359760730337,5.035244568729118,0.5993346338366204
120.23362742184518,494.85296558265566,3.6600494965371335,0.51526384207777
185.67402078956212,214.68517739322667,3.769180849938288,0.6670690338249826
85.23105624369066,389.9076024174605,0.10109872070441343,0.7146434363111817
250.54924518850993,334.5293577081334,6.1416411935686215,0.8121635737642273
68.6376609199427,568.2143540410218,1.7887484014858324,0.6814788073925868
296.72173415012935,204.801210909073,0.5133812735171137,0.9524107607880329
243.06119232416435,421.1259502873396,2.4021512138161323,0.738823372500708
99.6789203835431,496.2654324266504,1.0996110956596488,0.6036763673040562
51.3805292809006,394.0071950096165,2.251758670812031,0.8343030703004066
253.86535711370854,234.16121206508865,2.6202236039610316,0.8990270010579161
226.71433596190428,588.9845560111609,5.385057104203387,0.5983731308827819
232.25179201024682,407.2041725504392,0.8078941838697452,0.7136384298800212
242.81758667148642,445.67449772760455,3.1501149697599744,0.7338083082464991
